cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6
,55670063#0,,,,,
,-43680742#1,,,,,
,-126859161#0,,,,,
,-199311778#5,,,,,
,70509855#1,,,,,
,260425575#0,,,,,
,-43724393#0,,,,,
,157058455#0,,,,,
,148642794#1,,,,,
,59262037#2,,,,,
,683464859#1,,,,,
,372443876#6,,,,,
,312195005#4,,,,,
,1023908216#1,,,,,
,312195002#2,,,,,
,-706102496#1,,,,,
,157058371,,,,,
,156575077#7,,,,,
,-1023908212#1,,,,,
,464084177#10,,,,,
,1056781891#0,,,,,
,464084181#1,,,,,
,55886812#4,,,,,
,43724391#1,,,,,
,-98593775#3,,,,,
,381697485#2,,,,,
,154819743#0,,,,,
,-319196848#9,,,,,
,43680742#2,,,,,
,-31297551#2,,,,,
,70324971#4,,,,,
,436042880#16,,,,,
,148642796#0,,,,,
,58686248#0,,,,,
,312194995#1,,,,,
,-43099711#2,,,,,
,314088440#0,,,,,
,156575056#7,,,,,
,196629589#1,,,,,
,43101595#3,,,,,
,960810617,,,,,
,-153792680#6,,,,,
,98593801,,,,,
,1055857399,,,,,
,157058455#10,,,,,
,-30948680#1,,,,,
,135838552#1,,,,,
,669098840#4,,,,,
,173185147#2,,,,,
,1024120794#0,,,,,
,-156575105#1,,,,,
,-30947123#0,,,,,
,-43322798#4,,,,,
,157058374,,,,,
,42305097#1,,,,,
,-70509862,,,,,
,-772804659,,,,,
,157058455#3,,,,,
,103751347#3,,,,,
,-43322798#5,,,,,
,492041969,,,,,
,243206488#2,,,,,
,154458450#2,,,,,
,43322650#0,,,,,
,-126859163#2,,,,,
,157058468#0,,,,,
,96828486#0,,,,,
,-27727791#3,,,,,
,-319196848#7,,,,,
,-99702562#2,,,,,
,153792689#1,,,,,
,1011347580#1,,,,,
,-120531314#5,,,,,
,114496980#5,,,,,
,-135838552#8,,,,,
,43097008#3,,,,,
,1055855910,,,,,
,53542680#0,,,,,
,290874174#3,,,,,
,42305097#3,,,,,
,1024125610#3,,,,,
,43680715,,,,,
,669098840#3,,,,,
,314088440#3,,,,,
,70509859#1,,,,,
,-30952224#7,,,,,
,-135838552#4,,,,,
,42305099#2,,,,,
,436048947#4,,,,,
,492215761,,,,,
,706102496#0,,,,,
,148642777#1,,,,,
,43097008#6,,,,,
,-98593799#0,,,,,
,30949764#1,,,,,
,-98593790#0,,,,,
,464084177#4,,,,,
,148642790,,,,,
,960810626,,,,,
,156942465#3,,,,,
,-70610410#1,,,,,
,23243743#6,,,,,
,42137610,,,,,
,100599688#1,,,,,
,314088440#7,,,,,
,157058455#5,,,,,
,-47036733,,,,,
,114496981#3,,,,,
,120531314#0,,,,,
,-1009087387,,,,,
,98593803#0,,,,,
,135838553#3,,,,,
,154664728,,,,,
,173185145#0,,,,,
,148642787#1,,,,,
,30919189#0,,,,,
,290874174#0,,,,,
,30952224#2,,,,,
,-154819636#2,,,,,
,31297551#0,,,,,
,154458472,,,,,
,1056397448,,,,,
,154084101#1,,,,,
,-1256474316,,,,,
,70324974#0,,,,,
,27727791#9,,,,,
,57872683#0,,,,,
,96828486#3,,,,,
,154458434,,,,,
,156575063#1,,,,,
,71366317#6,,,,,
,-148642784#1,,,,,
,1010971912#0,,,,,
,136228820#3,,,,,
,-256511169#2,,,,,
,-429967547,,,,,
,960810629#0,,,,,
,154723062#0,,,,,
,27727791#13,,,,,
,-1023908217#1,,,,,
,127518255,,,,,
,-381697485#3,,,,,
,55886809,,,,,
,1265530082#0,,,,,
,156575070#1,,,,,
,-70324971#4,,,,,
,126859148#1,,,,,
,-98593790#1,,,,,
,312195003#0,,,,,
,30954993#0,,,,,
,156942465#6,,,,,
,55887660,,,,,
,198929894#1,,,,,
,1126340239#0,,,,,
,70509858#2,,,,,
,-314088440#1,,,,,
,648488815#5,,,,,
,31297738#1,,,,,
,312194996#5,,,,,
,-98593801,,,,,
,114496980#2,,,,,
,-1024120796#1,,,,,
,1024128475#1,,,,,
,436048947#7,,,,,
,43322645#3,,,,,
,436048952#0,,,,,
,103751347#0,,,,,
,-127518234,,,,,
,23243743#2,,,,,
,152185706#1,,,,,
,793145062,,,,,
,148642788#1,,,,,
,196629589#4,,,,,
,464084172#2,,,,,
,51843919#3,,,,,
,-290874175#0,,,,,
,-157058457#0,,,,,
,43724393#1,,,,,
,793094546#0,,,,,
,55886812#3,,,,,
,158177940#8,,,,,
,43321686#0,,,,,
,-43097008#11,,,,,
,148642793#2,,,,,
,878619657,,,,,
,-153792689#1,,,,,
,-1055857401#1,,,,,
,-56240964#1,,,,,
,-43680715,,,,,
,148642771#3,,,,,
,-135838552#7,,,,,
,55943333#0,,,,,
,-70509859#1,,,,,
,-314088440#3,,,,,
,-156942465#7,,,,,
,-42305099#2,,,,,
,156575075#2,,,,,
,158177940#3,,,,,
,71281733#3,,,,,
,148642788#0,,,,,
,956136646#3,,,,,
,243206488#3,,,,,
,-70610406#0,,,,,
,98593816,,,,,
,-1024115417,,,,,
,71361922,,,,,
,156575070#4,,,,,
,91689530#1,,,,,
,-148642790,,,,,
,1021568757,,,,,
,42305099#1,,,,,
,-1284307157,,,,,
,-100599688#1,,,,,
,-30919579,,,,,
,135838552#2,,,,,
,-319197093#2,,,,,
,43097008#2,,,,,
,148642776,,,,,
,1024102268,,,,,
,98593736#1,,,,,
,-43051364#0,,,,,
,31297738#8,,,,,
,-98593789#1,,,,,
,-135838553#4,,,,,
,-154664728,,,,,
,98593799#2,,,,,
,-290874174#2,,,,,
,-156942465#5,,,,,
,43097008#7,,,,,
,-1024128472#2,,,,,
,-31297551#0,,,,,
,-135838553#2,,,,,
,319185014#0,,,,,
,314085053#0,,,,,
,91899427#2,,,,,
,51843919#10,,,,,
,-27727791#10,,,,,
,71359527#0,,,,,
,43322798#9,,,,,
,1067777042#0,,,,,
,114496981#4,,,,,
,-154458434,,,,,
,30952224#3,,,,,
,148642772#0,,,,,
,304727814#0,,,,,
,28050206,,,,,
,154722999,,,,,
,436042880#1,,,,,
,-148642782#0,,,,,
,99702521#2,,,,,
,-136228820#4,,,,,
,372443876#3,,,,,
,-98320323,,,,,
,157058455#9,,,,,
,154971162#1,,,,,
,173185144#0,,,,,
,55886810,,,,,
,-148642797#1,,,,,
,-27727791#14,,,,,
,71281735#0,,,,,
,-148642782#3,,,,,
,464084177#2,,,,,
,-43051364#6,,,,,
,59262036,,,,,
,648488816#2,,,,,
,135838438#3,,,,,
,91899427#5,,,,,
,-30954993#2,,,,,
,-156942465#6,,,,,
,126859161#0,,,,,
,683464859#2,,,,,
,-156942465#8,,,,,
,372443876#0,,,,,
,42305099#0,,,,,
,70353937#5,,,,,
,27727791#11,,,,,
,706102496#1,,,,,
,55886806#1,,,,,
,312195005#2,,,,,
,-154027661#1,,,,,
,1062056472#0,,,,,
,70509861#1,,,,,
,43322798#7,,,,,
,156575068#1,,,,,
,1024120795#1,,,,,
,98593790#2,,,,,
,312194996#4,,,,,
,-706096493,,,,,
,154082984#3,,,,,
,70353937#6,,,,,
,319196848#9,,,,,
,30949764#0,,,,,
,793094546#1,,,,,
,304727850,,,,,
,-1023908217#2,,,,,
,-70509857#0,,,,,
,-43724393#1,,,,,
,157366912#0,,,,,
,1257133856,,,,,
,156942465#4,,,,,
,-158177940#8,,,,,
,1257133854,,,,,
,43099711#1,,,,,
,290874175#1,,,,,
,56240930#1,,,,,
,-148642782#1,,,,,
,174653382#2,,,,,
,878619658,,,,,
,153792680#0,,,,,
,-1023912412,,,,,
,-314088440#6,,,,,
,319196855#0,,,,,
,30947123#0,,,,,
,-158177940#3,,,,,
,43322798#4,,,,,
,55886807,,,,,
,-256511169#0,,,,,
,-148642788#0,,,,,
,1011347580#0,,,,,
,57889595#2,,,,,
,156938654#2,,,,,
,70509862,,,,,
,772804659,,,,,
,-98593799#1,,,,,
,-319196848#6,,,,,
,-42305099#1,,,,,
,126859163#2,,,,,
,-99702562#3,,,,,
,103751347#8,,,,,
,-135838552#2,,,,,
,-148642768,,,,,
,154027557#0,,,,,
,-43699319#1,,,,,
,-314088440#4,,,,,
,319196848#7,,,,,
,198929893#1,,,,,
,-153792698#0,,,,,
,31297682#7,,,,,
,956136646#2,,,,,
,-31297738#2,,,,,
,-98593799#2,,,,,
,-22736445#0,,,,,
,168663972#4,,,,,
,209210746#1,,,,,
,174022677#5,,,,,
,-168683414#1,,,,,
,-120525537#6,,,,,
,22562407#5,,,,,
,392940747#0,,,,,
,315539209#8,,,,,
,50877021#1,,,,,
,95396832#0,,,,,
,392088983#3,,,,,
,71470206#5,,,,,
,76187048#1,,,,,
,528899353#1,,,,,
,392090724#6,,,,,
,168663959#2,,,,,
,-174022632#2,,,,,
,30998553,,,,,
,135704845,,,,,
,1024125617#0,,,,,
,174022679#1,,,,,
,319196849#0,,,,,
,184293865#2,,,,,
,30929622#1,,,,,
,-157058385#0,,,,,
,-157293029#1,,,,,
,-449602008,,,,,
,-157058466#2,,,,,
,969494639#0,,,,,
,667865212#2,,,,,
,151175258#1,,,,,
,151175274#1,,,,,
,-157058385#2,,,,,
,28063951#2,,,,,
,-151175220#0,,,,,
,-22562407#3,,,,,
,151175223#0,,,,,
,-368084601#0,,,,,
,220551731,,,,,
,168663971#4,,,,,
,151175272#1,,,,,
,-184314043#0,,,,,
,133287965#1,,,,,
,174022655,,,,,
,-151175271#2,,,,,
,220549212#2,,,,,
,157058387#2,,,,,
,-151175234#1,,,,,
,184315498,,,,,
,-157058466#1,,,,,
,168663974#1,,,,,
,76187048#2,,,,,
,528899357,,,,,
,27727759#1,,,,,
,31096712#1,,,,,
,-71470206#1,,,,,
,228090233#5,,,,,
,30998306#1,,,,,
,392090724#8,,,,,
,59262034#4,,,,,
,-184314048#1,,,,,
,168663962#3,,,,,
,-174022677#0,,,,,
,-220549214#0,,,,,
,420083581#1,,,,,
,-220549209#1,,,,,
,31096752#1,,,,,
,-157058387#0,,,,,
,209210758#3,,,,,
,95396820#3,,,,,
,31857045#1,,,,,
,-22562407#6,,,,,
,157296628#1,,,,,
,199921334,,,,,
,157292797,,,,,
,168663972#1,,,,,
,708004651#1,,,,,
,-151175260#0,,,,,
,133434896#0,,,,,
,133288858,,,,,
,151175252#0,,,,,
,-397642511#4,,,,,
,-172365185#0,,,,,
,174022662,,,,,
,-172365184,,,,,
,-103761129#4,,,,,
,372741502#1,,,,,
,-31096719#2,,,,,
,1080759180#6,,,,,
,228090236,,,,,
,-133288284#3,,,,,
,133288286#0,,,,,
,331676700,,,,,
,-151175272#2,,,,,
,367848150,,,,,
,228090248#2,,,,,
,71470206#10,,,,,
,151175252#2,,,,,
,1028570796#3,,,,,
,-151175274#2,,,,,
,313606688#3,,,,,
,397642511#5,,,,,
,168664002#0,,,,,
,392090724#1,,,,,
,392943665#2,,,,,
,-400705708#0,,,,,
,120525530#1,,,,,
,-174022677#4,,,,,
,-174022674#4,,,,,
,30955664#0,,,,,
,131633148,,,,,
,-151175244#1,,,,,
,151175245#0,,,,,
,22736448#2,,,,,
,-449585989#2,,,,,
,420083582,,,,,
,50877021#6,,,,,
,-199922052#1,,,,,
,131633158#1,,,,,
,228076708#3,,,,,
,-71470206#4,,,,,
,151175252#1,,,,,
,133287965#0,,,,,
,392943690#0,,,,,
,-157058466#0,,,,,
,368084601#2,,,,,
,184315497#5,,,,,
,-31096771,,,,,
,95396764#1,,,,,
,-261326133#0,,,,,
,184314043#1,,,,,
,-133287966#0,,,,,
,372741505,,,,,
,-22562403#2,,,,,
,-449399206#13,,,,,
,184314051#0,,,,,
,22730774#4,,,,,
,95396812,,,,,
,228090243#1,,,,,
,667865216#1,,,,,
,-162173400#1,,,,,
,103760979#0,,,,,
,184293857,,,,,
,-151175271#1,,,,,
,667865207#1,,,,,
,-174022677#5,,,,,
,95396853#6,,,,,
,-22562407#5,,,,,
,1024125617#1,,,,,
,71470206#2,,,,,
,372741501#0,,,,,
,184315506#0,,,,,
,367848147#3,,,,,
,174022674#3,,,,,
,1030678058#1,,,,,
,-162173400#2,,,,,
,162173421#0,,,,,
,151175222#8,,,,,
,319196849#7,,,,,
,436182375#2,,,,,
,-30998553,,,,,
,-174022679#1,,,,,
,-71470206#3,,,,,
,-319196849#0,,,,,
,-22736181#1,,,,,
,-152333576#1,,,,,
,-133434827,,,,,
,304727996#1,,,,,
,368084608#3,,,,,
,168663971#2,,,,,
,-151175259#2,,,,,
,-22736181#3,,,,,
,157058379#1,,,,,
,71470206#6,,,,,
,-151175274#1,,,,,
,95396798,,,,,
,-220551731,,,,,
,59262034#5,,,,,
,220549212#5,,,,,
,392092819#2,,,,,
,22562403#1,,,,,
,151175229,,,,,
,151175269#3,,,,,
,-220549212#2,,,,,
,261326126#2,,,,,
,-174022679#0,,,,,
,151175245#1,,,,,
,517046814#3,,,,,
,667865211#0,,,,,
,667865214#0,,,,,
,157058381,,,,,
,-28063954,,,,,
,95396795#1,,,,,
,103761129#9,,,,,
,-407109951#0,,,,,
,-120525563#1,,,,,
,174022625,,,,,
,-31857045#1,,,,,
,-120525537#3,,,,,
,151175223#4,,,,,
,50877021#3,,,,,
,-220552217#0,,,,,
,104107445#1,,,,,
,31096719#1,,,,,
,-667865209#0,,,,,
,449150695,,,,,
,-1024125616#0,,,,,
,436182375#7,,,,,
,168683397#1,,,,,
,449396163#3,,,,,
,95396782,,,,,
,266525206#1,,,,,
,392943690#3,,,,,
,162173401#0,,,,,
,28063946#1,,,,,
,169811755#1,,,,,
,-174022674#0,,,,,
,-151175252#2,,,,,
,172365194#1,,,,,
,184314051#1,,,,,
,184315497#2,,,,,
,120525515#1,,,,,
,-168664002#1,,,,,
,71470206#12,,,,,
,319196849#4,,,,,
,-22736181#0,,,,,
,1057054850#2,,,,,
,151175266#1,,,,,
,133434896#1,,,,,
,261328669,,,,,
,-30955664#0,,,,,
,220548976#2,,,,,
,-151175244#0,,,,,
,1030678059#3,,,,,
,1024125607#0,,,,,
,449399206#3,,,,,
,392092817#2,,,,,
,133434898,,,,,
,157058398,,,,,
,667865216#0,,,,,
,-152333600#1,,,,,
,372741506#1,,,,,
,168663974#2,,,,,
,273211100#0,,,,,
,888035089#1,,,,,
,157296628#0,,,,,
,-133287965#0,,,,,
,304727996#0,,,,,
,-151175267#0,,,,,
,71470206#7,,,,,
,-368084601#2,,,,,
,449399206#8,,,,,
,1080759176#4,,,,,
,667865210#0,,,,,
,103760979#5,,,,,
,-184314043#1,,,,,
,1080759180#2,,,,,
,220548976#0,,,,,
,22736448#0,,,,,
,-27904494,,,,,
,156290978#1,,,,,
,151175272#2,,,,,
,184315508#2,,,,,
,152333600#0,,,,,
,-157293029#0,,,,,
,449399206#0,,,,,
,151175222#6,,,,,
,-367359810,,,,,
,22736451#1,,,,,
,-22736444#1,,,,,
,-667865216#1,,,,,
,151175231,,,,,
,151175274#0,,,,,
,-103760979#0,,,,,
,392090724#4,,,,,
,131633158#6,,,,,
,-273211100#1,,,,,
,449490580#2,,,,,
,162173391#1,,,,,
,151175267#2,,,,,
,151175253#3,,,,,
,528899356#0,,,,,
,-103761128#0,,,,,
,392088983#4,,,,,
,-71470206#2,,,,,
,154971367#10,,,,,
,-174022674#3,,,,,
,-367848147#3,,,,,
,168663988,,,,,
,449585989#2,,,,,
,392940747#4,,,,,
,228076702,,,,,
,22730774#3,,,,,
,667865207#0,,,,,
,151175222#0,,,,,
,-31035595,,,,,
,368084601#1,,,,,
,667865210#1,,,,,
,-746533316,,,,,
,-220548970#1,,,,,
,220551730#1,,,,,
,-168683414#3,,,,,
,-184314051#2,,,,,
,71470206#0,,,,,
,682462419#0,,,,,
,-397642511#3,,,,,
,28063951#4,,,,,
,46151430,,,,,
,-156919890#4,,,,,
,-22562407#4,,,,,
,-162173421#1,,,,,
,708004651#0,,,,,
,220551730#2,,,,,
,-27904509#2,,,,,
,1058417656,,,,,
,22736445#0,,,,,
,-151175229,,,,,
,157058384#5,,,,,
,50877021#4,,,,,
,-151175269#3,,,,,
,-266525189,,,,,
,-319196849#6,,,,,
,-162173424#2,,,,,
,319196849#5,,,,,
,120525537#6,,,,,
,-261326126#2,,,,,
,136506337#2,,,,,
,151175222#5,,,,,
,152333598#3,,,,,
,172365185#1,,,,,
,-151175259#0,,,,,
,-397642511#1,,,,,
,154971367#7,,,,,
,702669087#5,,,,,
,-174022625,,,,,
,156919890#6,,,,,
,313606688#2,,,,,
,702669087#6,,,,,
,-168683414#0,,,,,
,133287968,,,,,
,-449150695,,,,,
,315539209#4,,,,,
,1080759181,,,,,
,157058385#0,,,,,
,157293029#1,,,,,
,-168663974#0,,,,,
,157058466#2,,,,,
,-120525569#1,,,,,
,449598456,,,,,
,228076693#1,,,,,
,-162173401#0,,,,,
,151175220#0,,,,,
,-28063946#1,,,,,
,667865215,,,,,
,-449648375,,,,,
,1080759180#5,,,,,
,184314043#0,,,,,
,-31053660#1,,,,,
,209210746#4,,,,,
,154971171,,,,,
,162173401#2,,,,,
,151175234#0,,,,,
,-22736451#4,,,,,
,1135574250#3-AddedOffRampEdge,,,,,
,-151175260#2,,,,,
,-184314051#1,,,,,
,-174022681#0,,,,,
,71470206#1,,,,,
,743671371#0,,,,,
,71470206#9,,,,,
,71470206#14,,,,,
,199922052#0,,,,,
,184314048#1,,,,,
,420082429,,,,,
,220549214#0,,,,,
,-449399206#4,,,,,
,220549209#1,,,,,
,1024125616#1,,,,,
,-667865216#0,,,,,
,184315502#0,,,,,
,28063951#0,,,,,
,-120528221#1,,,,,
,31336390#4,,,,,
,28063951#1,,,,,
,184293855#7,,,,,
,-168663974#2,,,,,
,151175260#0,,,,,
,315539209#7,,,,,
,152333575#2,,,,,
,220551734,,,,,
,131633159,,,,,
,-888035089#1,,,,,
,1060039307#0,,,,,
,172365185#0,,,,,
,-397642511#0,,,,,
,209210758#0,,,,,
,-304727996#0,,,,,
,261326126#0,,,,,
,-517046027#0,,,,,
,103761129#4,,,,,
,-103761129#8,,,,,
,28063947#1,,,,,
,-103760979#5,,,,,
,157292846#2,,,,,
,172365186,,,,,
,156290978#2,,,,,
,367842333#1,,,,,
,151175274#2,,,,,
,-151175274#0,,,,,
,-120528221#0,,,,,
,368086015#0,,,,,
,436182375#0,,,,,
,227454631#1,,,,,
,174022674#4,,,,,
,392943665#4,,,,,
,-449490580#3,,,,,
,-220549209#0,,,,,
,-162173391#1,,,,,
,396771658,,,,,
,449602006,,,,,
,-103760987,,,,,
,153792687,,,,,
,-22562396#1,,,,,
,168663958#0,,,,,
,199922052#1,,,,,
,-184315507#1,,,,,
,-220552213,,,,,
,151175223#1,,,,,
,-667865207#0,,,,,
,-31046060#1,,,,,
,-368084601#1,,,,,
,71470206#4,,,,,
,368084608#1,,,,,
,133434897,,,,,
,184314056#1,,,,,
,184315505#0,,,,,
,1024125612,,,,,
,313606688#1,,,,,
,31096771,,,,,
,-22562407#9,,,,,
,261326133#0,,,,,
,365814436#0,,,,,
,436182375#8,,,,,
,392090724#2,,,,,
,22562403#2,,,,,
,120525547#0,,,,,
,449399206#13,,,,,
,615528182#1,,,,,
,162173400#0,,,,,
,392092819#3,,,,,
,151175271#1,,,,,
,304727995#0,,,,,
,-672919572,,,,,
,392940747#3,,,,,
,304727916#0,,,,,
,392943690#8,,,,,
,367848147#4,,,,,
,162173421#2,,,,,
,-367842334#0,,,,,
,-319196849#5,,,,,
,-387345131#0,,,,,
,1135574250#1,,,,,
,678687042#1,,,,,
,-157058385#1,,,,,
,-227454631#0,,,,,
,157058382#0,,,,,
,-261326133#1,,,,,
,-152333598#3,,,,,
,-172365185#1,,,,,
,162173400#2,,,,,
,151175222#9,,,,,
,1028570796#1,,,,,
,151175222#3,,,,,
,312195000#4,,,,,
,174022632#3,,,,,
,151175223#3,,,,,
,313606688#6,,,,,
,157058384#0,,,,,
,-156919890#7,,,,,
,184315497#4,,,,,
,71470206#3,,,,,
,22730774#2,,,,,
,22736181#1,,,,,
,667865217#1,,,,,
,22736446#0,,,,,
,-151175242#0,,,,,
,152333576#1,,,,,
,136506337#6,,,,,
,1057054850#3,,,,,
,133434827,,,,,
,-133288284#7,,,,,
,151175259#2,,,,,
,22736181#3,,,,,
,31096712#2,,,,,
,-449598456,,,,,
,-228076693#1,,,,,
,372741506#0,,,,,
,372741501#1,,,,,
,-162173388,,,,,
,168663959#1,,,,,
,184314048#0,,,,,
,-162173401#2,,,,,
,-120525586,,,,,
,517046027#2,,,,,
,-22736450#0,,,,,
,-71470206#9,,,,,
,-162173401#3,,,,,
,-199922052#0,,,,,
,-71470206#14,,,,,
,702669087#3,,,,,
,120525525#1,,,,,
,154971367#4,,,,,
,-22375367,,,,,
,151175267#3,,,,,
,220548975#0,,,,,
,168664008#2,,,,,
,-220548969#1,,,,,
,95396810,,,,,
,420083581#3,,,,,
,28063954,,,,,
,1287664259,,,,,
,-157238663,,,,,
,154971367#3,,,,,
,667865208,,,,,
,407109951#0,,,,,
,120525563#1,,,,,
,120525537#3,,,,,
,-31096752#2,,,,,
,397642511#6,,,,,
,220552217#0,,,,,
,-174022665,,,,,
,315539209#2,,,,,
,1135574250#3,,,,,
,667865207#2,,,,,
,1024125616#0,,,,,
,1057054851,,,,,
,-184315507#2,,,,,
,-261326126#1,,,,,
,151175266#0,,,,,
,50877021#5,,,,,
,436182375#4,,,,,
,152333593,,,,,
,-367842333#1,,,,,
,-162173400#3,,,,,
,-133288284#1,,,,,
,-162173401#1,,,,,
,168663984,,,,,
,172365194#0,,,,,
,-120525537#2,,,,,
,162173387#1,,,,,
,22736181#0,,,,,
,-397642511#9,,,,,
,517046814#5,,,,,
,-220549214#1,,,,,
,-449602006,,,,,
,151175244#0,,,,,
,392943690#2,,,,,
,-22562407#11,,,,,
,152333600#1,,,,,
,209210758#2,,,,,
,-22736451#2,,,,,
,-392091746,,,,,
,449585989#0,,,,,
,517046814#7,,,,,
,-220548976#1,,,,,
,368084608#2,,,,,
,-151175253#0,,,,,
,315539209#0,,,,,
,-133434897,,,,,
,-184315508#0,,,,,
,-184314056#1,,,,,
,151175267#0,,,,,
,22736449#2,,,,,
,95396809#1,,,,,
,199152198#0,,,,,
,31336390#3,,,,,
,136506337#4,,,,,
,27904494,,,,,
,172365189#0,,,,,
,-120525547#0,,,,,
,157293029#0,,,,,
,95396820#2,,,,,
,367359810,,,,,
,103761129#1,,,,,
,22736449#1,,,,,
,22730774#6,,,,,
,184293855#0,,,,,
,273211100#1,,,,,
,174022633#0,,,,,
,-304727916#0,,,,,
,-367848147#4,,,,,
,-162173421#2,,,,,
,103761128#0,,,,,
,54786435,,,,,
,367848146,,,,,
,168663958#1,,,,,
,-1024125608#0,,,,,
,152333575#3,,,,,
,-387345131#1,,,,,
,30955568#0,,,,,
,220551730#0,,,,,
,209210760#1,,,,,
,95396760,,,,,
,31035595,,,,,
,-174022632#3,,,,,
,120525515#2,,,,,
,184293865#3,,,,,
,1057052866#1,,,,,
,392090724#9,,,,,
,746533316,,,,,
,-220548969#0,,,,,
,168663971#1,,,,,
,157058384#2,,,,,
,168683414#3,,,,,
,184314051#2,,,,,
,397642511#3,,,,,
,-28063946#0,,,,,
,103761129#0,,,,,
,103760983#0,,,,,
,156919890#4,,,,,
,162173421#1,,,,,
,22562407#4,,,,,
,-969494638#1,,,,,
,27904509#2,,,,,
,-31050180#0,,,,,
,392940747#2,,,,,
,228090233#1,,,,,
,372741502#2,,,,,
,151175223#2,,,,,
,-184314048#0,,,,,
,266525189,,,,,
,319196849#6,,,,,
,220549212#3,,,,,
,449399206#5,,,,,
,667865205#6,,,,,
,76187048#0,,,,,
,-151175266#2,,,,,
,151175259#0,,,,,
,-133288284#6,,,,,
,397642511#1,,,,,
,-151175267#3,,,,,
,-220548975#0,,,,,
,168683423#1,,,,,
,372741506#3,,,,,
,-168664008#2,,,,,
,667865213,,,,,
,151175254#1,,,,,
,969494639#1,,,,,
,-667865208,,,,,
,-397642511#7,,,,,
,174022652,,,,,
,-667865207#2,,,,,
,151175272#0,,,,,
,30955568#3,,,,,
,168664005#1,,,,,
,407109951#1,,,,,
,-220549213,,,,,
,-319196849#2,,,,,
,-22736450#1,,,,,
,-151175266#0,,,,,
,436182375#9,,,,,
,154971367#1,,,,,
,228090241,,,,,
,133434896#2,,,,,
,157058447,,,,,
,174022712#1,,,,,
,151175261,,,,,
,-184314056#0,,,,,
,449648375,,,,,
,157292846#5,,,,,
,95396820#1,,,,,
,31053660#1,,,,,
,103760989#2,,,,,
,22736451#4,,,,,
,-168663984,,,,,
,-152333598#0,,,,,
,27727759#2,,,,,
,151175260#2,,,,,
,436182375#6,,,,,
,30998350#1,,,,,
,228090248#0,,,,,
,-157058387#1,,,,,
,392092819#0,,,,,
,22736446#4,,,,,
,-151175266#3,,,,,
,1080759180#4,,,,,
,392943665#3,,,,,
,31336390#1,,,,,
,-228076708#0,,,,,
,-120528162,,,,,
,-133434826,,,,,
,133287965#3,,,,,
,315539210#3,,,,,
,-71488894,,,,,
,392088983#0,,,,,
,95396795#0,,,,,
,95396764#0,,,,,
,-184250112#1,,,,,
,30954498#1,,,,,
,209210746#3,,,,,
,682462419#1,,,,,
,-449585989#0,,,,,
,667865207#3,,,,,
,220552212#0,,,,,
,517046027#0,,,,,
,-103760979#1,,,,,
,103761129#7,,,,,
,154971367#5,,,,,
,151175222#7,,,,,
,-365818022,,,,,
,174022682#1,,,,,
,156919890#2,,,,,
,-367848147#1,,,,,
,-22736444#0,,,,,
,-162173391#0,,,,,
,31096719#0,,,,,
,168663972#3,,,,,
,-103761129#1,,,,,
,-184315508#1,,,,,
,392940747#1,,,,,
,419753739#1,,,,,
,168683423#4,,,,,
,220549209#0,,,,,
,-120525537#7,,,,,
,103760987,,,,,
,436182375#1,,,,,
,120528204#1,,,,,
,-30955568#2,,,,,
,-220551730#0,,,,,
,-151175260#1,,,,,
,184315507#1,,,,,
,168663974#3,,,,,
,220552213,,,,,
,136506337#5,,,,,
,31046060#1,,,,,
,168663972#2,,,,,
,228090251#1,,,,,
,-22736451#0,,,,,
,184293866#2,,,,,
,22562407#8,,,,,
,969494640,,,,,
,103760989#0,,,,,
,-220548975#1,,,,,
,1080759176#9,,,,,
,-367842332,,,,,
,-103761129#0,,,,,
,168664008#3,,,,,
,517046027#1,,,,,
,-120525530#0,,,,,
,103760979#7,,,,,
,392090724#10,,,,,
,-31053667,,,,,
,-151175269#0,,,,,
,-151175242#1,,,,,
,-195531443#2,,,,,
,-22562396#0,,,,,
,672919572,,,,,
,-228076693#0,,,,,
,-220549212#3,,,,,
,368085648#0,,,,,
,387345131#0,,,,,
,-449399206#7,,,,,
,-103760979#6,,,,,
,157058385#1,,,,,
,667865216#2,,,,,
,261326133#1,,,,,
,22736448#1,,,,,
,157058379#3,,,,,
,151175247#1,,,,,
,133230931#2,,,,,
,220551732,,,,,
,-449490580#1,,,,,
,-31096752#0,,,,,
,1024125607#2,,,,,
,-31053515#0,,,,,
,133287965#2,,,,,
,120525525#0,,,,,
,30955660#0,,,,,
,95396813,,,,,
,220552212#1,,,,,
,157296628#3,,,,,
,-151175272#0,,,,,
,425640363,,,,,
,-162173424#1,,,,,
,-407109951#1,,,,,
,154971367#8,,,,,
,151175242#0,,,,,
,31050180#1,,,,,
,95396831,,,,,
,-151175237,,,,,
,168664005#0,,,,,
,199297129,,,,,
,31047306#1,,,,,
,168664005#2,,,,,
,-392092815,,,,,
,-228090241,,,,,
,59262034#2,,,,,
,76187048#3,,,,,
,-133434896#2,,,,,
,199922055,,,,,
,-157058447,,,,,
,162173388,,,,,
,28063950#0,,,,,
,367848148,,,,,
,151175254#2,,,,,
,-71470206#11,,,,,
,-103760989#3,,,,,
,-157058463#1,,,,,
,120525586,,,,,
,-152333598#2,,,,,
,1080759176#11,,,,,
,682462419#0-AddedOnRampEdge,,,,,
